ID,FK_ZAEHLER,DATE,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT
344739,U15G3063869,2019-04-08 09:00:00,0.0,0.0,0.0,0.0
344740,U15G3063870,2019-04-08 09:00:00,0.0,0.0,20.0,56.0
344741,YSH18065716,2019-04-08 09:00:00,0.0,0.0,32.0,10.0
344742,U15G3063872,2019-04-08 09:00:00,0.0,0.0,66.0,30.0
344743,U15G3104442,2019-04-08 09:00:00,0.0,0.0,11.0,13.0
344744,U15G3104443,2019-04-08 09:00:00,0.0,0.0,2.0,2.0
344745,U15G3104444,2019-04-08 09:00:00,0.0,0.0,49.0,35.0
344746,U15G3104445,2019-04-08 09:00:00,0.0,0.0,6.0,2.0
344747,U15G3104446,2019-04-08 09:00:00,0.0,0.0,2.0,3.0
344748,ECO07091438,2019-04-08 09:00:00,10.0,9.0,0.0,0.0
344749,ECO07111527,2019-04-08 09:00:00,30.0,25.0,25.0,0.0
344750,ECO06040592,2019-04-08 09:00:00,6.0,12.0,0.0,0.0
344751,ECO09113506,2019-04-08 09:00:00,7.0,16.0,0.0,0.0
344752,ECO09113503,2019-04-08 09:00:00,23.0,10.0,0.0,0.0
344753,Y2G13124875,2019-04-08 09:00:00,0.0,7.0,0.0,0.0
344754,Y0412032046,2019-04-08 09:00:00,0.0,0.0,2.0,2.0
344755,Y2G13124876,2019-04-08 09:00:00,6.0,12.0,0.0,0.0
344756,Y0410090357,2019-04-08 09:00:00,3.0,0.0,1.0,6.0
344757,U15G6121229,2019-04-08 09:00:00,0.0,0.0,3.0,5.0
344758,Y2G13124877,2019-04-08 09:00:00,1.0,3.0,0.0,0.0
344759,Y2G13124878,2019-04-08 09:00:00,3.0,6.0,0.0,0.0
344760,Y2G13124879,2019-04-08 09:00:00,10.0,1.0,0.0,0.0
344761,U15G3063873,2019-04-08 09:00:00,0.0,0.0,3.0,5.0
344762,Y2G14045586,2019-04-08 09:00:00,15.0,0.0,0.0,0.0
344763,Y2H18106793,2019-04-08 09:00:00,18.0,63.0,0.0,0.0
344764,Y2H18106792,2019-04-08 09:00:00,13.0,10.0,0.0,0.0
344765,YPH15108550,2019-04-08 09:00:00,0.0,0.0,2.0,7.0
344766,Y2G14045587,2019-04-08 09:00:00,7.0,0.0,0.0,0.0
344767,U15G3063864,2019-04-08 09:00:00,0.0,0.0,35.0,4.0
344768,ECO09113499,2019-04-08 09:00:00,6.0,1.0,0.0,0.0
344769,ECO09113503,2019-04-08 09:15:00,20.0,11.0,0.0,0.0
344770,U15G3063865,2019-04-08 09:15:00,0.0,0.0,6.0,5.0
344771,ECO09113499,2019-04-08 09:15:00,8.0,0.0,0.0,0.0
344772,Y2H16039396,2019-04-08 09:15:00,18.0,8.0,0.0,0.0
344773,Y2H16069942,2019-04-08 09:15:00,1.0,6.0,0.0,0.0
344774,U15G3063866,2019-04-08 09:15:00,0.0,0.0,20.0,11.0
344775,Y2H16069943,2019-04-08 09:15:00,18.0,8.0,0.0,0.0
344776,U15G3063867,2019-04-08 09:15:00,0.0,0.0,48.0,44.0
344777,U15G3063869,2019-04-08 09:15:00,0.0,0.0,0.0,1.0
344778,U15G3063870,2019-04-08 09:15:00,0.0,0.0,17.0,49.0
344779,YSH18065716,2019-04-08 09:15:00,0.0,0.0,44.0,14.0
344780,U15G3063872,2019-04-08 09:15:00,0.0,0.0,36.0,30.0
344781,U15G3104442,2019-04-08 09:15:00,0.0,0.0,6.0,22.0
344782,U15G3104443,2019-04-08 09:15:00,0.0,0.0,3.0,3.0
344783,U15G3104444,2019-04-08 09:15:00,0.0,0.0,34.0,16.0
344784,U15G3104445,2019-04-08 09:15:00,0.0,0.0,1.0,5.0
344785,U15G3104446,2019-04-08 09:15:00,0.0,0.0,2.0,3.0
344786,ECO09113506,2019-04-08 09:15:00,4.0,14.0,0.0,0.0
344787,Y2G13124875,2019-04-08 09:15:00,1.0,5.0,0.0,0.0
344788,Y0412032046,2019-04-08 09:15:00,0.0,0.0,6.0,0.0
344789,Y2G13124876,2019-04-08 09:15:00,4.0,9.0,0.0,0.0
344790,Y0410090357,2019-04-08 09:15:00,1.0,3.0,3.0,5.0
344791,U15G6121229,2019-04-08 09:15:00,0.0,0.0,6.0,4.0
344792,Y2G13124877,2019-04-08 09:15:00,1.0,4.0,0.0,0.0
344793,Y2G13124878,2019-04-08 09:15:00,1.0,5.0,0.0,0.0
344794,Y2G13124879,2019-04-08 09:15:00,17.0,1.0,0.0,0.0
344795,U15G3063873,2019-04-08 09:15:00,0.0,0.0,1.0,4.0
344796,Y2G14045586,2019-04-08 09:15:00,22.0,0.0,0.0,0.0
344797,Y2H18106793,2019-04-08 09:15:00,21.0,52.0,0.0,0.0
344798,Y2H18106792,2019-04-08 09:15:00,8.0,4.0,0.0,0.0
344799,YPH15108550,2019-04-08 09:15:00,0.0,0.0,11.0,2.0
344800,Y2G14045587,2019-04-08 09:15:00,9.0,0.0,0.0,0.0
344801,U15G3063864,2019-04-08 09:15:00,0.0,0.0,29.0,8.0
344802,ECO09022739,2019-04-08 09:15:00,12.0,3.0,0.0,0.0
344803,ECO09113503,2019-04-08 09:30:00,17.0,7.0,0.0,0.0
344804,U15G3063865,2019-04-08 09:30:00,0.0,0.0,12.0,15.0
344805,ECO09113499,2019-04-08 09:30:00,11.0,1.0,0.0,0.0
344806,Y2H16039396,2019-04-08 09:30:00,25.0,6.0,0.0,0.0
344807,Y2H16069942,2019-04-08 09:30:00,1.0,1.0,0.0,0.0
344808,U15G3063866,2019-04-08 09:30:00,0.0,0.0,35.0,15.0
344809,Y2H16069943,2019-04-08 09:30:00,33.0,6.0,0.0,0.0
344810,U15G3063867,2019-04-08 09:30:00,0.0,0.0,49.0,53.0
344811,U15G3063869,2019-04-08 09:30:00,0.0,0.0,2.0,4.0
344812,U15G3063870,2019-04-08 09:30:00,0.0,0.0,15.0,41.0
344813,YSH18065716,2019-04-08 09:30:00,0.0,0.0,52.0,25.0
344814,U15G3063872,2019-04-08 09:30:00,0.0,0.0,45.0,20.0
344815,U15G3104442,2019-04-08 09:30:00,0.0,0.0,6.0,20.0
344816,U15G3104443,2019-04-08 09:30:00,0.0,0.0,4.0,9.0
344817,U15G3104444,2019-04-08 09:30:00,0.0,0.0,47.0,11.0
344818,U15G3104445,2019-04-08 09:30:00,0.0,0.0,3.0,9.0
344819,U15G3104446,2019-04-08 09:30:00,0.0,0.0,3.0,5.0
344820,ECO09113506,2019-04-08 09:30:00,3.0,7.0,0.0,0.0
344821,Y2G13124875,2019-04-08 09:30:00,2.0,6.0,0.0,0.0
344822,Y0412032046,2019-04-08 09:30:00,0.0,0.0,1.0,3.0
344823,Y2G13124876,2019-04-08 09:30:00,11.0,11.0,0.0,0.0
344824,Y0410090357,2019-04-08 09:30:00,2.0,2.0,2.0,11.0
344825,U15G6121229,2019-04-08 09:30:00,0.0,0.0,1.0,8.0
344826,Y2G13124877,2019-04-08 09:30:00,1.0,1.0,0.0,0.0
344827,Y2G13124878,2019-04-08 09:30:00,5.0,7.0,0.0,0.0
344828,Y2G13124879,2019-04-08 09:30:00,13.0,0.0,0.0,0.0
344829,U15G3063873,2019-04-08 09:30:00,0.0,0.0,0.0,0.0
344830,Y2H18106793,2019-04-08 09:30:00,19.0,41.0,0.0,0.0
344831,Y2G14045586,2019-04-08 09:30:00,10.0,0.0,0.0,0.0
344832,Y2H18106792,2019-04-08 09:30:00,15.0,6.0,0.0,0.0
344833,YPH15108550,2019-04-08 09:30:00,0.0,0.0,6.0,3.0
344834,Y2G14045587,2019-04-08 09:30:00,7.0,0.0,0.0,0.0
344835,U15G3063864,2019-04-08 09:30:00,0.0,0.0,24.0,6.0
344836,ECO09022739,2019-04-08 09:30:00,8.0,0.0,0.0,0.0
344837,ECO09113503,2019-04-08 09:45:00,15.0,10.0,0.0,0.0
344838,ECO09022739,2019-04-08 09:45:00,13.0,6.0,0.0,0.0
344839,ECO09113499,2019-04-08 09:45:00,7.0,0.0,0.0,0.0
344840,Y2H16039396,2019-04-08 09:45:00,19.0,8.0,0.0,0.0
344841,Y2H16069942,2019-04-08 09:45:00,1.0,3.0,0.0,0.0
344842,U15G3063866,2019-04-08 09:45:00,0.0,0.0,26.0,20.0
344843,Y2H16069943,2019-04-08 09:45:00,22.0,3.0,0.0,0.0
344844,U15G3063867,2019-04-08 09:45:00,0.0,0.0,56.0,72.0
344845,U15G3063869,2019-04-08 09:45:00,0.0,0.0,3.0,3.0
344846,U15G3063870,2019-04-08 09:45:00,0.0,0.0,23.0,51.0
344847,YSH18065716,2019-04-08 09:45:00,0.0,0.0,82.0,31.0
344848,U15G3063872,2019-04-08 09:45:00,0.0,0.0,24.0,35.0
344849,U15G3104442,2019-04-08 09:45:00,0.0,0.0,10.0,16.0
344850,U15G3104443,2019-04-08 09:45:00,0.0,0.0,1.0,3.0
344851,U15G3104444,2019-04-08 09:45:00,0.0,0.0,40.0,25.0
344852,U15G3104445,2019-04-08 09:45:00,0.0,0.0,2.0,7.0
344853,U15G3104446,2019-04-08 09:45:00,0.0,0.0,1.0,4.0
344854,ECO09113506,2019-04-08 09:45:00,3.0,7.0,0.0,0.0
344855,Y2G13124875,2019-04-08 09:45:00,1.0,4.0,0.0,0.0
344856,Y0412032046,2019-04-08 09:45:00,0.0,0.0,3.0,3.0
344857,Y2G13124876,2019-04-08 09:45:00,9.0,7.0,0.0,0.0
344858,Y0410090357,2019-04-08 09:45:00,3.0,2.0,1.0,6.0
344859,U15G6121229,2019-04-08 09:45:00,0.0,0.0,8.0,8.0
344860,Y2G13124877,2019-04-08 09:45:00,0.0,1.0,0.0,0.0
344861,Y2G13124878,2019-04-08 09:45:00,3.0,3.0,0.0,0.0
344862,Y2G13124879,2019-04-08 09:45:00,10.0,1.0,0.0,0.0
344863,U15G3063873,2019-04-08 09:45:00,0.0,0.0,1.0,4.0
344864,Y2H18106793,2019-04-08 09:45:00,21.0,52.0,0.0,0.0
344865,Y2G14045586,2019-04-08 09:45:00,14.0,0.0,0.0,0.0
344866,Y2H18106792,2019-04-08 09:45:00,11.0,3.0,0.0,0.0
344867,YPH15108550,2019-04-08 09:45:00,0.0,0.0,3.0,10.0
344868,Y2G14045587,2019-04-08 09:45:00,4.0,0.0,0.0,0.0
344869,U15G3063864,2019-04-08 09:45:00,0.0,0.0,22.0,10.0
344870,U15G3063865,2019-04-08 09:45:00,0.0,0.0,9.0,12.0
344871,ECO09113499,2019-04-08 10:00:00,9.0,2.0,0.0,0.0
344872,Y2H16039396,2019-04-08 10:00:00,13.0,9.0,0.0,0.0
344873,Y0410090357,2019-04-08 10:00:00,1.0,0.0,2.0,2.0
344874,Y2H16069942,2019-04-08 10:00:00,0.0,3.0,0.0,0.0
344875,U15G3063866,2019-04-08 10:00:00,0.0,0.0,31.0,11.0
344876,Y2H16069943,2019-04-08 10:00:00,22.0,5.0,0.0,0.0
344877,U15G3063867,2019-04-08 10:00:00,0.0,0.0,59.0,60.0
344878,U15G3063869,2019-04-08 10:00:00,0.0,0.0,6.0,6.0
344879,U15G3063870,2019-04-08 10:00:00,0.0,0.0,16.0,34.0
344880,YSH18065716,2019-04-08 10:00:00,0.0,0.0,79.0,23.0
344881,U15G3063872,2019-04-08 10:00:00,0.0,0.0,60.0,24.0
344882,U15G3104442,2019-04-08 10:00:00,0.0,0.0,27.0,16.0
344883,U15G3104443,2019-04-08 10:00:00,0.0,0.0,7.0,10.0
344884,U15G3104444,2019-04-08 10:00:00,0.0,0.0,30.0,25.0
344885,U15G3104445,2019-04-08 10:00:00,0.0,0.0,4.0,0.0
344886,U15G3104446,2019-04-08 10:00:00,0.0,0.0,2.0,6.0
344887,ECO07091438,2019-04-08 10:00:00,7.0,6.0,0.0,0.0
344888,ECO07111527,2019-04-08 10:00:00,22.0,22.0,22.0,0.0
344889,ECO06040592,2019-04-08 10:00:00,13.0,9.0,0.0,0.0
344890,ECO09113506,2019-04-08 10:00:00,7.0,6.0,0.0,0.0
344891,ECO09113503,2019-04-08 10:00:00,15.0,12.0,0.0,0.0
344892,ECO09022739,2019-04-08 10:00:00,9.0,1.0,0.0,0.0
344893,Y2G13124875,2019-04-08 10:00:00,1.0,3.0,0.0,0.0
344894,Y2G13124876,2019-04-08 10:00:00,3.0,9.0,0.0,0.0
344895,U15G6121229,2019-04-08 10:00:00,0.0,0.0,7.0,8.0
344896,Y2G13124877,2019-04-08 10:00:00,2.0,0.0,0.0,0.0
344897,Y2G13124878,2019-04-08 10:00:00,3.0,1.0,0.0,0.0
344898,Y2G13124879,2019-04-08 10:00:00,8.0,1.0,0.0,0.0
344899,U15G3063873,2019-04-08 10:00:00,0.0,0.0,2.0,1.0
344900,Y2H18106793,2019-04-08 10:00:00,11.0,35.0,0.0,0.0
344901,Y2G14045586,2019-04-08 10:00:00,8.0,0.0,0.0,0.0
344902,Y2H18106792,2019-04-08 10:00:00,5.0,5.0,0.0,0.0
344903,YPH15108550,2019-04-08 10:00:00,0.0,0.0,5.0,4.0
344904,Y2G14045587,2019-04-08 10:00:00,6.0,0.0,0.0,0.0
344905,U15G3063864,2019-04-08 10:00:00,0.0,0.0,28.0,9.0
344906,U15G3063865,2019-04-08 10:00:00,0.0,0.0,11.0,13.0
344907,Y0412032046,2019-04-08 10:00:00,0.0,0.0,8.0,5.0
344908,ECO09022739,2019-04-08 10:15:00,8.0,0.0,0.0,0.0
344909,Y2H16039396,2019-04-08 10:15:00,21.0,11.0,0.0,0.0
344910,Y2H16069942,2019-04-08 10:15:00,1.0,5.0,0.0,0.0
344911,U15G3063866,2019-04-08 10:15:00,0.0,0.0,14.0,20.0
344912,Y2H16069943,2019-04-08 10:15:00,18.0,5.0,0.0,0.0
344913,U15G3063867,2019-04-08 10:15:00,0.0,0.0,61.0,71.0
344914,U15G3063869,2019-04-08 10:15:00,0.0,0.0,6.0,3.0
344915,U15G3063870,2019-04-08 10:15:00,0.0,0.0,18.0,34.0
344916,YSH18065716,2019-04-08 10:15:00,0.0,0.0,80.0,19.0
344917,U15G3063872,2019-04-08 10:15:00,0.0,0.0,27.0,32.0
344918,U15G3104442,2019-04-08 10:15:00,0.0,0.0,7.0,10.0
344919,U15G3104443,2019-04-08 10:15:00,0.0,0.0,2.0,4.0
344920,U15G3104444,2019-04-08 10:15:00,0.0,0.0,46.0,20.0
344921,U15G3104445,2019-04-08 10:15:00,0.0,0.0,6.0,4.0
344922,U15G3104446,2019-04-08 10:15:00,0.0,0.0,4.0,3.0
344923,ECO09113506,2019-04-08 10:15:00,2.0,8.0,0.0,0.0
344924,ECO09113503,2019-04-08 10:15:00,7.0,3.0,0.0,0.0
344925,Y2G13124875,2019-04-08 10:15:00,0.0,4.0,0.0,0.0
344926,Y0412032046,2019-04-08 10:15:00,0.0,1.0,3.0,9.0
344927,Y2G13124876,2019-04-08 10:15:00,5.0,9.0,0.0,0.0
344928,Y0410090357,2019-04-08 10:15:00,0.0,0.0,12.0,4.0
344929,U15G6121229,2019-04-08 10:15:00,0.0,0.0,6.0,3.0
344930,Y2G13124877,2019-04-08 10:15:00,1.0,1.0,0.0,0.0
344931,Y2G13124878,2019-04-08 10:15:00,5.0,2.0,0.0,0.0
344932,Y2G13124879,2019-04-08 10:15:00,10.0,2.0,0.0,0.0
344933,U15G3063873,2019-04-08 10:15:00,0.0,0.0,3.0,4.0
344934,Y2H18106793,2019-04-08 10:15:00,11.0,32.0,0.0,0.0
344935,Y2H18106792,2019-04-08 10:15:00,7.0,7.0,0.0,0.0
344936,Y2G14045586,2019-04-08 10:15:00,6.0,0.0,0.0,0.0
344937,YPH15108550,2019-04-08 10:15:00,0.0,0.0,5.0,5.0
344938,Y2G14045587,2019-04-08 10:15:00,6.0,0.0,0.0,0.0
344939,U15G3063864,2019-04-08 10:15:00,0.0,0.0,25.0,3.0
344940,U15G3063865,2019-04-08 10:15:00,0.0,0.0,13.0,12.0
344941,ECO09113499,2019-04-08 10:15:00,10.0,1.0,0.0,0.0
344942,ECO09022739,2019-04-08 10:30:00,13.0,1.0,0.0,0.0
344943,Y2H16039396,2019-04-08 10:30:00,10.0,5.0,0.0,0.0
344944,Y2H16069942,2019-04-08 10:30:00,1.0,4.0,0.0,0.0
344945,U15G3063866,2019-04-08 10:30:00,0.0,0.0,23.0,18.0
344946,Y2H16069943,2019-04-08 10:30:00,13.0,1.0,0.0,0.0
344947,U15G3063867,2019-04-08 10:30:00,0.0,0.0,66.0,58.0
344948,U15G3063869,2019-04-08 10:30:00,0.0,0.0,5.0,2.0
344949,U15G3063870,2019-04-08 10:30:00,0.0,0.0,14.0,35.0
344950,YSH18065716,2019-04-08 10:30:00,0.0,0.0,77.0,12.0
344951,U15G3063872,2019-04-08 10:30:00,0.0,0.0,30.0,27.0
344952,U15G3104442,2019-04-08 10:30:00,0.0,0.0,13.0,25.0
344953,U15G3104443,2019-04-08 10:30:00,0.0,0.0,6.0,3.0
344954,U15G3104444,2019-04-08 10:30:00,0.0,0.0,30.0,10.0
344955,U15G3104445,2019-04-08 10:30:00,0.0,0.0,2.0,4.0
344956,U15G3104446,2019-04-08 10:30:00,0.0,0.0,1.0,4.0
344957,ECO09113506,2019-04-08 10:30:00,2.0,9.0,0.0,0.0
344958,ECO09113503,2019-04-08 10:30:00,11.0,5.0,0.0,0.0
344959,Y2G13124875,2019-04-08 10:30:00,0.0,3.0,0.0,0.0
344960,Y0412032046,2019-04-08 10:30:00,0.0,1.0,3.0,3.0
344961,Y2G13124876,2019-04-08 10:30:00,5.0,7.0,0.0,0.0
344962,Y0410090357,2019-04-08 10:30:00,1.0,1.0,2.0,4.0
344963,U15G6121229,2019-04-08 10:30:00,0.0,0.0,2.0,3.0
344964,Y2G13124877,2019-04-08 10:30:00,1.0,0.0,0.0,0.0
344965,Y2G13124878,2019-04-08 10:30:00,2.0,5.0,0.0,0.0
344966,Y2G13124879,2019-04-08 10:30:00,8.0,0.0,0.0,0.0
344967,U15G3063873,2019-04-08 10:30:00,0.0,0.0,1.0,1.0
344968,Y2H18106793,2019-04-08 10:30:00,8.0,33.0,0.0,0.0
344969,Y2H18106792,2019-04-08 10:30:00,5.0,6.0,0.0,0.0
344970,Y2G14045586,2019-04-08 10:30:00,9.0,0.0,0.0,0.0
344971,YPH15108550,2019-04-08 10:30:00,0.0,0.0,6.0,12.0
344972,Y2G14045587,2019-04-08 10:30:00,7.0,0.0,0.0,0.0
344973,U15G3063864,2019-04-08 10:30:00,0.0,0.0,23.0,13.0
344974,U15G3063865,2019-04-08 10:30:00,0.0,0.0,10.0,22.0
344975,ECO09113499,2019-04-08 10:30:00,6.0,2.0,0.0,0.0
344976,ECO09022739,2019-04-08 10:45:00,11.0,1.0,0.0,0.0
344977,ECO09113499,2019-04-08 10:45:00,5.0,4.0,0.0,0.0
344978,Y0412032046,2019-04-08 10:45:00,0.0,0.0,3.0,1.0
344979,Y0410090357,2019-04-08 10:45:00,0.0,1.0,1.0,4.0
344980,Y2H16069942,2019-04-08 10:45:00,3.0,8.0,0.0,0.0
344981,U15G3063866,2019-04-08 10:45:00,0.0,0.0,22.0,21.0
344982,Y2H16069943,2019-04-08 10:45:00,9.0,7.0,0.0,0.0
344983,U15G3063867,2019-04-08 10:45:00,0.0,0.0,56.0,80.0
344984,U15G3063869,2019-04-08 10:45:00,0.0,0.0,2.0,2.0
344985,U15G3063870,2019-04-08 10:45:00,0.0,0.0,9.0,35.0
344986,YSH18065716,2019-04-08 10:45:00,0.0,0.0,64.0,18.0
344987,U15G3063872,2019-04-08 10:45:00,0.0,0.0,19.0,24.0
344988,U15G3104442,2019-04-08 10:45:00,0.0,0.0,17.0,26.0
344989,U15G3104443,2019-04-08 10:45:00,0.0,0.0,6.0,1.0
344990,U15G3104444,2019-04-08 10:45:00,0.0,0.0,33.0,22.0
344991,U15G3104445,2019-04-08 10:45:00,0.0,0.0,5.0,4.0
344992,U15G3104446,2019-04-08 10:45:00,0.0,0.0,4.0,4.0
344993,ECO09113506,2019-04-08 10:45:00,3.0,7.0,0.0,0.0
344994,ECO09113503,2019-04-08 10:45:00,14.0,10.0,0.0,0.0
344995,Y2G13124875,2019-04-08 10:45:00,1.0,2.0,0.0,0.0
344996,Y2G13124876,2019-04-08 10:45:00,4.0,6.0,0.0,0.0
344997,U15G6121229,2019-04-08 10:45:00,0.0,0.0,4.0,8.0
344998,Y2G13124877,2019-04-08 10:45:00,1.0,2.0,0.0,0.0
344999,Y2G13124878,2019-04-08 10:45:00,3.0,4.0,0.0,0.0
345000,Y2G13124879,2019-04-08 10:45:00,10.0,3.0,0.0,0.0
345001,U15G3063873,2019-04-08 10:45:00,0.0,0.0,1.0,0.0
345002,Y2H18106793,2019-04-08 10:45:00,13.0,31.0,0.0,0.0
345003,Y2G14045586,2019-04-08 10:45:00,11.0,0.0,0.0,0.0
345004,Y2H18106792,2019-04-08 10:45:00,14.0,4.0,0.0,0.0
345005,YPH15108550,2019-04-08 10:45:00,0.0,0.0,7.0,7.0
345006,Y2G14045587,2019-04-08 10:45:00,6.0,0.0,0.0,0.0
345007,U15G3063864,2019-04-08 10:45:00,0.0,0.0,13.0,14.0
345008,U15G3063865,2019-04-08 10:45:00,0.0,0.0,18.0,22.0
345009,Y2H16039396,2019-04-08 10:45:00,17.0,5.0,0.0,0.0
345010,ECO09022739,2019-04-08 11:00:00,5.0,1.0,0.0,0.0
345011,Y2H16039396,2019-04-08 11:00:00,23.0,5.0,0.0,0.0
345012,Y2H16069942,2019-04-08 11:00:00,2.0,4.0,0.0,0.0
345013,U15G3063866,2019-04-08 11:00:00,0.0,0.0,29.0,12.0
345014,Y2H16069943,2019-04-08 11:00:00,11.0,5.0,0.0,0.0
345015,U15G3063867,2019-04-08 11:00:00,0.0,0.0,66.0,50.0
345016,U15G3063869,2019-04-08 11:00:00,0.0,0.0,2.0,1.0
345017,U15G3063870,2019-04-08 11:00:00,0.0,0.0,16.0,41.0
345018,YSH18065716,2019-04-08 11:00:00,0.0,0.0,88.0,20.0
345019,U15G3063872,2019-04-08 11:00:00,0.0,0.0,15.0,45.0
345020,U15G3104442,2019-04-08 11:00:00,0.0,0.0,13.0,23.0
345021,U15G3104443,2019-04-08 11:00:00,0.0,0.0,1.0,3.0
345022,U15G3104444,2019-04-08 11:00:00,0.0,0.0,39.0,28.0
345023,U15G3104445,2019-04-08 11:00:00,0.0,0.0,4.0,3.0
345024,U15G3104446,2019-04-08 11:00:00,0.0,0.0,5.0,8.0
345025,ECO07091438,2019-04-08 11:00:00,4.0,6.0,0.0,0.0
345026,ECO07111527,2019-04-08 11:00:00,13.0,15.0,15.0,0.0
345027,ECO06040592,2019-04-08 11:00:00,15.0,11.0,0.0,0.0
345028,ECO09113506,2019-04-08 11:00:00,3.0,4.0,0.0,0.0
345029,ECO09113503,2019-04-08 11:00:00,9.0,4.0,0.0,0.0
345030,Y2G13124875,2019-04-08 11:00:00,1.0,7.0,0.0,0.0
345031,Y0412032046,2019-04-08 11:00:00,0.0,0.0,3.0,6.0
345032,Y2G13124876,2019-04-08 11:00:00,0.0,12.0,0.0,0.0
345033,Y0410090357,2019-04-08 11:00:00,1.0,3.0,8.0,6.0
345034,U15G6121229,2019-04-08 11:00:00,0.0,0.0,2.0,10.0
345035,Y2G13124877,2019-04-08 11:00:00,0.0,1.0,0.0,0.0
345036,Y2G13124878,2019-04-08 11:00:00,2.0,4.0,0.0,0.0
345037,Y2G13124879,2019-04-08 11:00:00,6.0,4.0,0.0,0.0
345038,U15G3063873,2019-04-08 11:00:00,0.0,0.0,0.0,2.0
345039,Y2H18106793,2019-04-08 11:00:00,17.0,28.0,0.0,0.0
345040,Y2G14045586,2019-04-08 11:00:00,9.0,0.0,0.0,0.0
345041,Y2H18106792,2019-04-08 11:00:00,9.0,7.0,0.0,0.0
345042,YPH15108550,2019-04-08 11:00:00,0.0,0.0,3.0,10.0
345043,Y2G14045587,2019-04-08 11:00:00,4.0,0.0,0.0,0.0
345044,U15G3063864,2019-04-08 11:00:00,0.0,0.0,19.0,13.0
345045,U15G3063865,2019-04-08 11:00:00,0.0,0.0,13.0,17.0
345046,ECO09113499,2019-04-08 11:00:00,7.0,1.0,0.0,0.0
345047,ECO09022739,2019-04-08 11:15:00,4.0,2.0,0.0,0.0
345048,ECO09113499,2019-04-08 11:15:00,5.0,3.0,0.0,0.0
345049,Y0412032046,2019-04-08 11:15:00,0.0,0.0,4.0,2.0
345050,U15G3063866,2019-04-08 11:15:00,0.0,0.0,18.0,27.0
345051,Y2H16069942,2019-04-08 11:15:00,6.0,3.0,0.0,0.0
345052,Y2H16069943,2019-04-08 11:15:00,9.0,10.0,0.0,0.0
345053,U15G3063869,2019-04-08 11:15:00,0.0,0.0,3.0,7.0
345054,U15G3063867,2019-04-08 11:15:00,0.0,0.0,51.0,71.0
345055,U15G3063870,2019-04-08 11:15:00,0.0,0.0,17.0,33.0
345056,YSH18065716,2019-04-08 11:15:00,0.0,0.0,44.0,9.0
345057,U15G3063872,2019-04-08 11:15:00,0.0,0.0,20.0,54.0
345058,U15G3104442,2019-04-08 11:15:00,0.0,0.0,15.0,26.0
345059,U15G3104443,2019-04-08 11:15:00,0.0,0.0,2.0,12.0
345060,U15G3104444,2019-04-08 11:15:00,0.0,0.0,39.0,12.0
345061,U15G3104445,2019-04-08 11:15:00,0.0,0.0,6.0,5.0
345062,U15G3104446,2019-04-08 11:15:00,0.0,0.0,11.0,4.0
345063,ECO09113506,2019-04-08 11:15:00,3.0,8.0,0.0,0.0
345064,ECO09113503,2019-04-08 11:15:00,9.0,11.0,0.0,0.0
345065,Y2G13124875,2019-04-08 11:15:00,0.0,3.0,0.0,0.0
345066,Y2G13124876,2019-04-08 11:15:00,3.0,8.0,0.0,0.0
345067,Y0410090357,2019-04-08 11:15:00,2.0,7.0,4.0,14.0
345068,U15G6121229,2019-04-08 11:15:00,0.0,0.0,6.0,10.0
345069,Y2G13124877,2019-04-08 11:15:00,1.0,0.0,0.0,0.0
345070,Y2G13124878,2019-04-08 11:15:00,5.0,3.0,0.0,0.0
345071,Y2G13124879,2019-04-08 11:15:00,6.0,4.0,0.0,0.0
345072,Y2H18106793,2019-04-08 11:15:00,13.0,30.0,0.0,0.0
345073,U15G3063873,2019-04-08 11:15:00,0.0,0.0,3.0,3.0
345074,Y2G14045586,2019-04-08 11:15:00,10.0,0.0,0.0,0.0
345075,Y2H18106792,2019-04-08 11:15:00,15.0,4.0,0.0,0.0
345076,Y2G14045587,2019-04-08 11:15:00,7.0,0.0,0.0,0.0
345077,YPH15108550,2019-04-08 11:15:00,0.0,0.0,4.0,9.0
345078,U15G3063865,2019-04-08 11:15:00,0.0,0.0,11.0,27.0
345079,U15G3063864,2019-04-08 11:15:00,0.0,0.0,9.0,12.0
345080,Y2H16039396,2019-04-08 11:15:00,23.0,5.0,0.0,0.0
345081,ECO09022739,2019-04-08 11:30:00,4.0,3.0,0.0,0.0
345082,U15G3063864,2019-04-08 11:30:00,0.0,0.0,26.0,17.0
345083,Y0410090357,2019-04-08 11:30:00,1.0,7.0,8.0,5.0
345084,Y2H16039396,2019-04-08 11:30:00,25.0,12.0,0.0,0.0
345085,U15G3063866,2019-04-08 11:30:00,0.0,0.0,27.0,45.0
345086,Y2H16069942,2019-04-08 11:30:00,1.0,5.0,0.0,0.0
345087,Y2H16069943,2019-04-08 11:30:00,17.0,5.0,0.0,0.0
345088,U15G3063869,2019-04-08 11:30:00,0.0,0.0,5.0,7.0
345089,U15G3063867,2019-04-08 11:30:00,0.0,0.0,62.0,73.0
345090,U15G3063870,2019-04-08 11:30:00,0.0,0.0,29.0,44.0
345091,YSH18065716,2019-04-08 11:30:00,0.0,0.0,81.0,34.0
345092,U15G3063872,2019-04-08 11:30:00,0.0,0.0,21.0,54.0
